,skill,count,degree,standard_count,standard_degree,skill profile,job
156,Statistics,7,123,0.13806272481841314,0.9954938991620151,bridging,Computer Systems Engineers/Architects
157,Computer Systems,6,74,0.05941835155750435,0.24819065361429218,bridging,Computer Systems Engineers/Architects
158,Ruby,6,97,0.05941835155750435,0.598965646422407,bridging,Computer Systems Engineers/Architects
159,Compensation and Benefits,6,66,0.05941835155750435,0.12618196046364352,bridging,Computer Systems Engineers/Architects
160,Templates,6,86,0.05941835155750435,0.43120369334026515,bridging,Computer Systems Engineers/Architects
161,Continuous Delivery,6,134,0.05941835155750435,1.163255852244157,bridging,Computer Systems Engineers/Architects
162,Software Design,6,124,0.05941835155750435,1.0107449858058462,bridging,Computer Systems Engineers/Architects
163,Business Strategy,6,105,0.05941835155750435,0.7209743395730557,bridging,Computer Systems Engineers/Architects
164,Business Systems,6,61,0.05941835155750435,0.04992652724448813,bridging,Computer Systems Engineers/Architects
165,Quality Assurance and Control,6,113,0.05941835155750435,0.8429830327237043,bridging,Computer Systems Engineers/Architects
166,Hardening,6,89,0.05941835155750435,0.47695695327175835,bridging,Computer Systems Engineers/Architects
167,Equity and Debt,6,95,0.05941835155750435,0.5684634731347449,bridging,Computer Systems Engineers/Architects
168,System Requirements,6,66,0.05941835155750435,0.12618196046364352,bridging,Computer Systems Engineers/Architects
169,Server Administration,6,106,0.05941835155750435,0.7362254262168868,bridging,Computer Systems Engineers/Architects
170,Business Analysis,6,79,0.05941835155750435,0.32444608683344756,bridging,Computer Systems Engineers/Architects
171,jQuery,6,65,0.05941835155750435,0.11093087381981245,bridging,Computer Systems Engineers/Architects
172,Business Process,6,60,0.05941835155750435,0.034675440600657054,bridging,Computer Systems Engineers/Architects
173,Relational Databases,6,87,0.05941835155750435,0.4464547799840962,bridging,Computer Systems Engineers/Architects
175,Management Systems,6,78,0.05941835155750435,0.3091950001896165,bridging,Computer Systems Engineers/Architects
176,JSON,6,103,0.05941835155750435,0.6904721662853935,bridging,Computer Systems Engineers/Architects
177,Gitlab,6,128,0.05941835155750435,1.0717493323811704,bridging,Computer Systems Engineers/Architects
0,Communication,45,242,8.643913171380923,5.710382372754523,core,Computer Network Support Specialists
1,"Company, Product, and Service Knowledge",43,239,8.232621366595694,5.626079508068642,core,Computer Network Support Specialists
2,Business,34,212,6.3818082450621665,4.86735372589571,core,Computer Network Support Specialists
3,"Policy Analysis, Research, and Development",29,192,5.353578733099095,4.3053346279898355,core,Computer Network Support Specialists
4,"Maintenance, Repair, and Facility Services",22,198,3.914057416350796,4.473940357361598,core,Computer Network Support Specialists
5,Science and Research,21,179,3.7084115139581817,3.940022214351016,core,Computer Network Support Specialists
6,Technical Support and Services,19,131,3.2971197091729536,2.591176379376915,core,Computer Network Support Specialists
7,Computer Science,19,165,3.2971197091729536,3.546608845816903,core,Computer Network Support Specialists
8,"Engineering, Scientific, and Technical Instruments",18,183,3.091473806780339,4.052426033932191,core,Computer Network Support Specialists
9,Customer Service,17,148,2.885827904387725,3.068892612596909,core,Computer Network Support Specialists
10,Design,13,120,2.0632442948172685,2.282065875528684,core,Computer Network Support Specialists
11,Information Technology,13,142,2.0632442948172685,2.9002868832251467,core,Computer Network Support Specialists
12,Administration,12,137,1.8575983924246542,2.759782108748678,specialized,Computer Network Support Specialists
13,Problem Solving,12,117,1.8575983924246542,2.197763010842803,specialized,Computer Network Support Specialists
14,Sales,11,126,1.6519524900320401,2.4506716049004464,specialized,Computer Network Support Specialists
18,Analysis,9,115,1.2406606852468118,2.1415611010522153,specialized,Computer Network Support Specialists
22,Linux,8,113,1.0350147828541978,2.0853591912616274,specialized,Computer Network Support Specialists
45,Service Management,5,114,0.4180770756763552,2.113460146156921,specialized,Computer Network Support Specialists
15,Servers,10,89,1.446306587639426,1.4109362737745774,bridging,Computer Network Support Specialists
16,Education and Training,10,110,1.446306587639426,2.001056326575746,bridging,Computer Network Support Specialists
17,"Economics, Policy, and Social Studies",9,86,1.2406606852468118,1.326633409088696,bridging,Computer Network Support Specialists
19,"Water Supply, Testing, and Treatment",9,81,1.2406606852468118,1.1861286346122273,bridging,Computer Network Support Specialists
20,VMware,9,96,1.2406606852468118,1.6076429580416338,bridging,Computer Network Support Specialists
21,Installation,8,94,1.0350147828541978,1.5514410482510461,bridging,Computer Network Support Specialists
23,Language,8,83,1.0350147828541978,1.2423305444028148,bridging,Computer Network Support Specialists
24,Project Management,8,80,1.0350147828541978,1.1580276797169335,bridging,Computer Network Support Specialists
25,Knowledge Base,8,70,1.0350147828541978,0.8770181307639958,bridging,Computer Network Support Specialists
26,"Fire Prevention, Safety, and Control",8,103,1.0350147828541978,1.80434964230869,bridging,Computer Network Support Specialists
27,Information Systems,7,53,0.8293688804615835,0.3993018975440018,bridging,Computer Network Support Specialists
28,Active Directory,7,90,0.8293688804615835,1.4390372286698712,bridging,Computer Network Support Specialists
29,Virtualization,7,80,0.8293688804615835,1.1580276797169335,bridging,Computer Network Support Specialists
30,Writing,7,70,0.8293688804615835,0.8770181307639958,bridging,Computer Network Support Specialists
31,Cloud Computing,7,75,0.8293688804615835,1.0175229052404646,bridging,Computer Network Support Specialists
32,Production and Assembly,7,87,0.8293688804615835,1.35473436398399,bridging,Computer Network Support Specialists
33,Java,6,69,0.6237229780689694,0.8489171758687021,bridging,Computer Network Support Specialists
34,Architecture and Construction,6,89,0.6237229780689694,1.4109362737745774,bridging,Computer Network Support Specialists
35,Business Requirements,6,95,0.6237229780689694,1.57954200314634,bridging,Computer Network Support Specialists
36,Firewall,6,106,0.6237229780689694,1.8886525069945712,bridging,Computer Network Support Specialists
37,Python,6,59,0.6237229780689694,0.5679076269157644,bridging,Computer Network Support Specialists
38,Scripting,6,90,0.6237229780689694,1.4390372286698712,bridging,Computer Network Support Specialists
39,Customer and Client Support,6,46,0.6237229780689694,0.20259521327694544,bridging,Computer Network Support Specialists
40,JavaScript and jQuery,6,73,0.6237229780689694,0.9613209954498771,bridging,Computer Network Support Specialists
41,JavaScript,6,73,0.6237229780689694,0.9613209954498771,bridging,Computer Network Support Specialists
42,Citrix,5,86,0.4180770756763552,1.326633409088696,bridging,Computer Network Support Specialists
43,Capacity Planning,5,93,0.4180770756763552,1.5233400933557524,bridging,Computer Network Support Specialists
44,HyperText Markup Language (HTML),5,64,0.4180770756763552,0.7084124013922333,bridging,Computer Network Support Specialists
46,PHP,5,71,0.4180770756763552,0.9051190856592896,bridging,Computer Network Support Specialists
47,Application Programming Interface (API),5,40,0.4180770756763552,0.03398948390518285,bridging,Computer Network Support Specialists
48,Management Information Systems,5,43,0.4180770756763552,0.11829234859106415,bridging,Computer Network Support Specialists
49,Initiative and Leadership,5,72,0.4180770756763552,0.9332200405545834,bridging,Computer Network Support Specialists
50,TCP/IP,5,52,0.4180770756763552,0.37120094264870807,bridging,Computer Network Support Specialists
51,Computer Engineering,5,98,0.4180770756763552,1.6638448678322213,bridging,Computer Network Support Specialists
52,Transmission Control Protocol (TCP),5,52,0.4180770756763552,0.37120094264870807,bridging,Computer Network Support Specialists
53,Amazon Web Services (AWS),5,81,0.4180770756763552,1.1861286346122273,bridging,Computer Network Support Specialists
54,Automation,4,66,0.21243117328374103,0.7646143111828207,bridging,Computer Network Support Specialists
56,Oracle,4,66,0.21243117328374103,0.7646143111828207,bridging,Computer Network Support Specialists
57,Health Information Systems (HIS),4,78,0.21243117328374103,1.1018257699263458,bridging,Computer Network Support Specialists
58,Application Development,4,60,0.21243117328374103,0.5960085818110582,bridging,Computer Network Support Specialists
62,Fortinet,4,91,0.21243117328374103,1.467138183565165,bridging,Computer Network Support Specialists
64,Business Process,4,59,0.21243117328374103,0.5679076269157644,bridging,Computer Network Support Specialists
65,Service Level,4,97,0.21243117328374103,1.6357439129369276,bridging,Computer Network Support Specialists
66,Microsoft Excel,4,53,0.21243117328374103,0.3993018975440018,bridging,Computer Network Support Specialists
67,National Airspace System (NAS),4,65,0.21243117328374103,0.736513356287527,bridging,Computer Network Support Specialists
69,Storage Area Network (SAN),4,46,0.21243117328374103,0.20259521327694544,bridging,Computer Network Support Specialists
70,Operating Systems,3,61,0.00678527089112685,0.6241095367063519,bridging,Computer Network Support Specialists
72,Scheduling,3,44,0.00678527089112685,0.14639330348635793,bridging,Computer Network Support Specialists
75,JIRA,3,51,0.00678527089112685,0.34309998775341427,bridging,Computer Network Support Specialists
80,Process Improvement and Optimization,3,40,0.00678527089112685,0.03398948390518285,bridging,Computer Network Support Specialists
81,Statistics,3,53,0.00678527089112685,0.3993018975440018,bridging,Computer Network Support Specialists
82,Network Security,3,61,0.00678527089112685,0.6241095367063519,bridging,Computer Network Support Specialists
83,Telephony,3,58,0.00678527089112685,0.5398066720204706,bridging,Computer Network Support Specialists
84,IT Service Management,3,77,0.00678527089112685,1.073724815031052,bridging,Computer Network Support Specialists
85,Virtual Private Networks (VPN),3,47,0.00678527089112685,0.2306961681722392,bridging,Computer Network Support Specialists
86,SolarWinds,3,86,0.00678527089112685,1.326633409088696,bridging,Computer Network Support Specialists
87,Dynamic Host Configuration Protocol (DHCP),3,63,0.00678527089112685,0.6803114464969394,bridging,Computer Network Support Specialists
91,Change Requests,3,52,0.00678527089112685,0.37120094264870807,bridging,Computer Network Support Specialists
93,Events and Conferences,3,63,0.00678527089112685,0.6803114464969394,bridging,Computer Network Support Specialists
94,"Transportation, Supply Chain, and Logistics",3,65,0.00678527089112685,0.736513356287527,bridging,Computer Network Support Specialists
95,Microsoft Windows,3,47,0.00678527089112685,0.2306961681722392,bridging,Computer Network Support Specialists
96,Network Infrastructure,3,40,0.00678527089112685,0.03398948390518285,bridging,Computer Network Support Specialists
97,Compensation and Benefits,3,46,0.00678527089112685,0.20259521327694544,bridging,Computer Network Support Specialists
0,Automation,12,60,4.137203435668958,3.3734241534066287,core,Robotics Engineers
1,"Policy Analysis, Research, and Development",11,55,3.694860929968504,2.9540396432706064,core,Robotics Engineers
2,Business,8,47,2.3678334128671397,2.283024427052971,core,Robotics Engineers
3,Communication,8,51,2.3678334128671397,2.6185320351617887,core,Robotics Engineers
4,Design,7,47,1.9254909071666853,2.283024427052971,specialized,Robotics Engineers
5,C,6,25,1.4831484014662304,0.43773258245447316,bridging,Robotics Engineers
6,C and C++,6,25,1.4831484014662304,0.43773258245447316,bridging,Robotics Engineers
7,Robotics,5,37,1.0408058957657758,1.4442554067809266,bridging,Robotics Engineers
9,"Water Supply, Testing, and Treatment",4,34,0.598463390065321,1.1926247006993131,bridging,Robotics Engineers
10,Science and Research,4,29,0.598463390065321,0.773240190563291,bridging,Robotics Engineers
11,Computer Science,3,23,0.15612088436486637,0.2699787784000643,bridging,Robotics Engineers
12,Databases,3,30,0.15612088436486637,0.8571170925904954,bridging,Robotics Engineers
13,User Acceptance Testing (UAT),3,28,0.15612088436486637,0.6893632885360865,bridging,Robotics Engineers
15,Java,3,22,0.15612088436486637,0.18610187637285985,bridging,Robotics Engineers
16,Programming languages,3,25,0.15612088436486637,0.43773258245447316,bridging,Robotics Engineers
17,Prism,3,31,0.15612088436486637,0.9409939946176998,bridging,Robotics Engineers
18,Oracle,3,24,0.15612088436486637,0.3538556804272687,bridging,Robotics Engineers
19,Problem Solving,3,27,0.15612088436486637,0.6054863865088821,bridging,Robotics Engineers
