node,HGPA_label,NMF_label
Symantec,10,10
Syntax,6,15
System_Administration,12,4
System_Configuration,12,14
System_Deployment,13,14
System_Design_and_Implementation,11,14
System_Implementation,0,14
System_Integration_Testing,3,7
System_Integrity,5,3
System_Procedures,1,8
System_Requirements,1,8
System_Support,12,14
System_Testing,0,14
Systems_Analysis,2,1
Systems_Development,1,8
Systems_Development_Life_Cycle,1,8
Systems_Integration,7,3
Systems_Thinking,11,14
Tableau,4,0
Talent_Acquisition,12,4
Talent_Management,12,4
Taleo,2,1
Tax,12,4
Teaching,12,4
Teamsite,6,13
Technical_Analysis,7,3
Technical_Assistance,10,6
Technical_Consulting,12,4
Technical_Documentation,1,8
Technical_Services,0,14
Technical_Support_and_Services,15,11
Technical_Training,1,8
Technical_Writing,10,6
Technology_Integration,9,1
Technology_Solutions,15,4
Telecommunications,11,14
Telephony,13,7
Templates,6,10
Test-Driven_Development_(TDD),2,8
Test_Automation,0,14
Test_Case,7,3
Test_Data,2,12
Test_Design,1,8
Test_Management,0,14
Test_Planning,1,14
Test_Script,7,3
Test_Strategy,4,0
Traceability,4,0
Training_Documentation,1,14
Training_Programs,6,10
"Transportation,_Supply_Chain,_and_Logistics",5,5
Transportation_Management,3,7
Travel_and_Tourism,12,4
Trello,0,14
Triage,10,10
Troubleshooting_software,12,4
Tuberculosis,10,6
Twitter,14,4
TypeScript,2,1
UI/UX,2,1
UNIX,10,10
Underwriting,4,5
Unified_Field_Theories_(UFT),0,14
Unified_Modeling_Language,0,14
Unit_Testing,7,12
Unix,10,10
Usability,12,14
User_Acceptance_Testing_(UAT),0,14
User_Accounts,7,13
User_Assistance,5,3
User_Experience,12,4
User_Feedback,1,8
User_Information,2,1
User_Interface,9,1
User_Profile,7,3
User_Roles,5,3
User_Story,11,14
Value_Chain,11,14
Value_Creation,14,4
Value_Stream_Mapping,4,5
Vendor_Management,3,7
Verification_And_Validation,1,14
Version_Control,1,8
Virtual_Local_Area_Network_(VLAN),15,4
Virtual_Private_Networks_(VPN),15,11
Virtual_Training,13,4
Virtualization,15,4
Visualforce,5,3
Visualization,10,6
Vlookups,11,3
Vue.js,6,8
Vulnerability,10,10
Vulnerability_Scanning,10,10
Warehouse_Management,3,2
Warehouse_Management_Systems,13,7
Warehousing,4,0
"Water_Supply,_Testing,_and_Treatment",13,14
Waterfall_Methodology,8,8
Web_2.0,8,1
Web_Analytics_and_SEO,5,5
Web_Application_Development,7,12
Web_Applications,0,9
Web_Design_and_Development,7,13
Web_Development,7,13
Web_Dynpro,2,2
Web_Intelligence,11,0
Web_Pages,7,13
Web_Services,9,1
Web_UI,2,8
Windows_Forms,9,1
Windows_Servers,9,3
Wireframing,0,14
Withholding_Tax,12,4
WordPress,9,11
Work_Breakdown_Structure,1,8
Workbench,14,9
