node,HGPA_label,NMF_label
Periscope,11,16
Personal_Attributes,3,4
Personality_Development,1,15
Plan_Execution,15,11
Platts,9,16
Point_Of_Sale,15,8
"Policy_Analysis,_Research,_and_Development",5,4
Polling,16,4
Polytron_Version_Control_System_(PVCS),0,14
Port_Forwarding,12,2
PostgreSQL,0,15
Power_BI,1,16
Powerapps,5,7
Powerpivot,16,7
Pre-Production,7,1
Predictive_Analytics,14,12
Predictive_Modeling,13,0
Presales,5,1
Prescriptive_Analytics,10,6
Presentation_Delivery,1,16
Presentation_Software,4,13
Presentation_software,4,13
Preventive_Action,10,6
Preventive_Maintenance,9,12
Pricing_Analysis,6,10
Pricing_Strategies,4,4
Primary_Research,3,4
Print_Design,15,8
Prism,9,8
Privacy_Law,1,15
Probation,14,11
Problem_Management,5,3
Problem_Solving,16,6
Process_Analysis,5,1
Process_Design,14,1
Process_Development,4,4
Process_Engineering,5,3
Process_Flow_Diagrams,15,0
Process_Improvement_and_Optimization,9,12
Process_Integration,6,1
Process_Management,11,4
Process_Modeling,3,9
Process_Optimization,2,4
Procurement,7,3
Product_Design,8,4
Product_Development,4,4
Product_Improvement,2,11
Product_Knowledge,2,4
Product_Leadership,8,12
Product_Management,8,4
Product_Requirements,4,13
Product_Strategy,12,2
Product_Support,2,4
Product_Testing,16,4
Production_Planning,8,3
Production_Process,6,1
Production_and_Assembly,11,6
Profit_Center_Accounting,7,1
Profitability_Analysis,6,1
Program_Management,3,4
Programming_Tools,13,0
Programming_languages,13,0
Project_Closure,11,5
Project_Documentation,5,13
Project_Implementation,3,1
Project_Management,9,7
Project_Management_Office_(PMO),8,12
Project_Management_Process,5,3
Project_Management_Software,4,4
Project_Performance,5,4
Project_Planning,10,6
Project_Proposals,12,0
Project_Scoping,11,4
Project_Stakeholders,8,12
Project_management_software,4,4
Promotions_and_Campaigns,8,3
Property_Accounting,9,7
Proposal_Development,5,4
Prototyping,8,12
Psychology,1,16
Pulse-Code_Modulation_(PCM),1,16
Purchase_Requisition,7,1
Purchasing,3,3
Python,13,16
Qualitative_Data_Analysis,11,5
Quality_Assurance_and_Control,2,7
Quality_Improvement,12,0
Quality_Management,12,0
Quantification,3,14
Quantitative_Analysis,4,4
Query_Languages,5,7
Quotations,8,3
R,1,16
Radar,16,4
Radiology,9,8
Raw_Data,10,6
Real_Estate_Development,2,15
Reconciliation,6,10
Records_Management,9,8
Records_management_systems,9,8
Recruitment,9,8
Redmine,4,13
Reengineering,5,4
Reference_Data,2,4
Refining,14,11
Regression_Analysis,13,0
Regression_Testing,2,4
Regulatory_Compliance,5,7
Regulatory_Requirements,13,2
Rehearsals,1,16
Reinforcement,7,3
Relational_Database_Design,15,15
Relational_Databases,14,11
Relays,10,6
Release_Notes,15,14
Reporting_Tools,15,15
Request_For_Proposal,5,7
Request_For_Quotation_(RFQ),7,3
Requirements_Analysis,3,9
Requirements_Elicitation,5,7
Requirements_Management,15,11
Requirements_Specifications,4,13
Requirements_Traceability,4,13
Requisition,7,1
Research_And_Development,14,1
Resource_Constraints,8,3
Resource_Management,9,12
Resourcing,8,4
Retail_Experience,8,3
Retirement_Planning,11,16
Return_On_Investment,4,13
Revaluation,6,10
Revenue_Growth,2,15
Revenue_Management,3,14
Revenue_Recognition,6,10
Reverse_Logistics,3,14
Risk_Management,9,8
Risk_Mitigation,6,7
Risk_management_software,13,2
Robotic_Process_Automation,6,1
Robotics,6,7
Role-Based_Access_Control_(RBAC),9,8
Root_Cause_Analysis,10,6
Ruby,12,2
SAP,7,1
SAP_ABAP,7,1
SAP_APO,7,1
SAP_Applications,6,1
SAP_Ariba,7,3
SAP_Basis,16,1
SAP_BusinessObjects,14,12
SAP_Business_Intelligence,16,4
SAP_Business_Objects,15,14
SAP_Business_One,14,12
SAP_Business_Planning_And_Consolidation,14,1
SAP_Business_Workflow,7,1
SAP_CRM,13,13
SAP_Configuration,7,1
SAP_Crystal_Reports,14,12
SAP_ERP,7,1
SAP_EWM,5,4
SAP_FI,7,1
SAP_Fiori,7,1
SAP_Functional,7,1
SAP_HANA,14,1
SAP_Implementation,7,1
SAP_Logistics,7,3
SAP_Lumira,14,12
SAP_NetWeaver,7,1
SAP_SCM,8,3
SAP_Sales_And_Distribution,7,1
SAP_Security,2,4
SAP_Solution_Manager,16,1
SAP_SuccessFactors,2,11
SAP_software,6,1
SAS,1,16
SMS,3,10
SQL_Server_Management_Studio,11,15
SQL_Server_Reporting_Services,13,0
Safety_Stock,7,3
Sales,0,15
Sales_Analysis,11,4
Sales_Analytics,0,15
Sales_Funnel,10,15
Sales_Management,5,7
Sales_Operations,1,16
Sales_Order,9,8
Sales_Process,2,15
Sales_Proposals,1,15
Sales_Records,11,15
Sales_Strategy,0,15
Sales_Support,3,1
Sales_Tax,6,10
Sales_and_marketing_software,1,16
Salesforce,1,16
Salesforce_Marketing_Cloud,1,15
Sapb1,15,11
Sapui5,2,4
Scala,12,2
Scalability,15,12
Scheduling,10,6
Scheme,14,11
Science_and_Research,16,11
Scope_Management,8,12
Scripting,12,2
Scripting_Languages,12,2
Secondary_Education,0,15
Secondary_Market,4,4
Security_Administration,13,0
Security_Controls,7,1
Selenium,4,13
Semantics,2,4
Serialization,7,1
Server_Administration,0,9
Servers,12,0
ServiceNow,5,4
Service_Improvement,5,3
Service_Level,8,3
Service_Management,9,12
Service_Quality,16,6
Service_Recovery,13,2
Service_Request_Management,5,3
Settlement,6,1
Siebel_CRM,9,7
Sisense,11,16
Smartsheet,5,4
Social_Listening,11,15
Social_Marketing,1,15
Social_Media,10,15
Social_Security,13,0
Software_Design,2,4
Software_Development,0,14
Software_Development_Life_Cycle,3,14
Software_Documentation,13,2
Software_Engineering,0,14
Software_Features,3,9
Software_Quality_Assurance,5,1
Software_Systems,16,9
Software_Testing,15,2
Solution_Architecture,7,3
Solution_Delivery,9,12
Solution_Design,5,7
Source_Code_Control_Systems,0,14
Source_Data,3,4
Sports_and_Recreation,1,15
Spring,13,13
Spring_MVC,13,13
Sprinklr,8,10
Sprint_Planning,16,9
Staff_Management,10,15
Stage,14,11
Stakeholder_Engagement,4,4
Stakeholder_Management,6,7
Stakeholder_Requirements,10,6
Statistical_Analysis,14,11
Statistical_Methods,8,12
Statistical_Modeling,0,15
Statistical_Packages,13,2
Statistical_Reporting,8,3
Statistical_Software,6,7
Statistical_software,6,7
Statistics,10,6
Steady_State,3,9
Stewardship,3,14
Stock_Management,7,3
Storage_Area_Network_(SAN),5,7
Storytelling,10,6
Strategic_Analysis,13,2
Strategic_Decision-Making,4,4
Strategic_Planning,8,12
Streamlines,3,14
Structured_Analysis,0,9
Structured_Analysis_And_Design,0,9
Subcontracting,7,1
Succession_Planning,16,7
Supply_Chain_Management,7,3
Supply_Chain_Planning,8,3
Surfacing,1,16
Surpass,1,16
Surveys,4,4
Swift,11,6
Sybase_IQ,15,14
Syntax,3,9
System_Administration,2,15
System_Configuration,2,11
System_Design_and_Implementation,16,1
System_Implementation,16,13
System_Integration_Testing,16,1
System_Requirements,4,13
System_Software,3,1
System_Support,10,6
System_Testing,7,1
Systems_Analysis,14,12
Systems_Development,5,7
Systems_Development_Life_Cycle,4,13
Systems_Integration,4,13
Systems_Thinking,0,14
TCP/IP,12,2
Tableau,11,16
Talend,15,15
Talent_Acquisition,10,15
Talent_Management,9,8
Taleo,9,8
Target_Market,10,15
Task_Analysis,4,4
Task_Management,4,13
Tax,6,10
Teaching,14,1
Technical_Analysis,4,13
Technical_Assistance,3,10
Technical_Communication,0,14
Technical_Documentation,10,6
Technical_Management,16,1
Technical_Presentations,2,11
Technical_Support_and_Services,16,6
Technical_Training,13,15
Technical_Writing,13,2
Technology_Solutions,4,13
Telecommunications,0,15
Telemarketing,1,16
Templates,10,6
Test_Case,3,9
Test_Data,4,13
Test_Management,15,4
Test_Management_Tools,15,4
Test_Planning,6,1
Test_Strategy,11,16
Test_Tools,15,2
Testability,3,9
Testing_software,4,4
Thought_Leadership,4,4
Tooling,0,15
Topography,13,16
Topology,3,3
Traceability,2,11
Traceability_Matrix,2,11
Traffic_Engineering,1,16
Training_Documentation,16,4
Training_Programs,8,3
Transaction_Data,16,13
Transfer_Pricing,8,1
Transmission_Control_Protocol_(TCP),12,2
"Transportation,_Supply_Chain,_and_Logistics",8,3
Travel_and_Tourism,15,0
Trello,4,13
Trend_Analysis,11,16
Triage,11,6
Trial_Balance,14,10
Turnaround_Time,11,6
UI/UX,11,6
UNIX,0,14
UNIX_Shell,0,14
Unified_Modeling_Language,3,14
Unit_Testing,16,13
Unix,0,14
Unix_Shell,0,14
Upskilling,6,1
Uptime,8,3
Usability,1,16
User_Acceptance_Testing_(UAT),4,13
User_Assistance,2,15
User_Experience,2,11
User_Guide,8,1
User_Information,16,0
User_Interface,2,4
User_Story,4,4
Value_Chain,7,3
Variance_Analysis,4,4
Vendor_Management,5,7
Verification_And_Validation,2,11
Version_Control,12,2
Vigilant,13,2
Virtual_Environment,5,4
Virtual_Private_Networks_(VPN),5,4
Visual_Analytics,15,2
Visualization,1,16
Vlookups,11,5
Warehouse_Management,7,1
Warehousing,0,14
"Water_Supply,_Testing,_and_Treatment",16,5
Waterfall_Methodology,5,7
Wealth_Management,0,9
Web_Analytics_and_SEO,10,15
Web_Application_Development,14,12
Web_Applications,4,4
Web_Content,16,9
Web_Content_Management,16,9
Web_Content_Management_Systems,16,9
Web_Development,13,13
Web_Dynpro,7,1
Web_Intelligence,14,12
Web_Services,12,2
Web_UI,13,13
Webtrends,11,5
WordPress,8,4
Workbench,14,1
Workflow_Management,13,7
Workforce_Management,11,15
Workforce_Optimization,11,15
Workforce_Planning,11,15
Writing,16,4
XML,13,0
XML_Schema,15,8
X_Platform,10,15
YAML,2,4
Zuora,9,16
jQuery,13,13
