node,HGPA_label,NMF_label
Business_Process_Management,6,8
Business_Process_Monitoring_(BPM),17,0
Business_Process_Outsourcing,13,17
Business_Reporting,12,8
Business_Requirements,7,11
Business_Requirements_Documentation,16,17
Business_Software,16,9
Business_Solutions,3,11
Business_Strategy,8,2
Business_Systems,4,12
Business_To_Business,13,4
Business_Transformation,12,17
Business_Writing,8,4
Business_software_applications,16,9
C,10,8
C#,10,8
C++,12,5
CNAME_Record,6,2
CPanel,0,10
CSS_Frameworks,3,10
CSS_Grid,0,10
C_#,6,8
C_and_C++,10,8
CakePHP,3,3
Calculations,16,11
Call_Center_Experience,15,7
Camera_API,10,2
Candidate_Relationship_Management_(CRM),5,8
Capacity_Development,14,17
Capacity_Management,17,13
Capacity_Planning,1,11
Capital_Markets,13,4
Career_Development,13,17
Cascading,1,10
Cascading_Style_Sheets_(CSS),1,10
Case_Management,11,4
Cash_Management,17,13
Caspio,17,17
Casualty_Insurance,16,17
CentOS,2,3
Certain,4,4
Change_Control,5,13
Change_Management,4,12
Change_Orders,4,12
Change_Requests,17,0
Character_Animation,12,2
Chart.js,1,10
Chassis,2,3
Chatbot,4,12
Chef,8,1
Chemical_and_Biomedical_Engineering,10,10
Chrome_OS,5,17
Circleci,9,10
Circuit_Design,12,5
Citrix,13,4
Claims_Processing,17,9
ClickDimensions,16,8
Client_Support,13,14
Client_System,10,17
Cloud-Native_Applications,9,10
Cloud_Administration,1,11
Cloud_Application_Development,15,7
Cloud_Applications,16,11
Cloud_Automation,11,14
Cloud_Computing,15,2
Cloud_Computing_Architecture,13,16
Cloud_Development,3,2
Cloud_Engineering,7,6
Cloud_Formation,16,7
Cloud_Foundry,11,4
Cloud_Hosting,4,4
Cloud_Infrastructure,11,1
Cloud_Management,11,17
Cloud_Migration,5,13
Cloud_Operations,2,16
Cloud_Services,2,16
Cloud_Solutions,15,7
Cloud_Storage,10,6
Cloud_Technologies,2,16
Cloudflare,8,14
CocoaPods,0,2
Cocoa_Touch,0,2
CodeIgniter,2,3
Code_Comments,17,0
Code_Coverage,17,9
Code_Inspection,8,9
Code_Migration,5,17
Code_Review,6,10
Code_Structure,8,6
Code_Testing,7,17
Code_libraries,16,0
Codebase,9,10
Codeception,17,10
Codecs,12,2
CoffeeScript,3,10
Collection_Tree_Protocol_(CTP),17,9
CommVault,11,16
Commenting,9,9
Commercial_Development,10,9
Commercial_Finance,1,11
Commercial_Software,9,2
Commissioning,14,15
Communication,5,17
Community_Development,14,17
Community_Management,8,17
"Company,_Product,_and_Service_Knowledge",6,17
Compatibility_Testing,10,9
Compensation_and_Benefits,12,5
Compliance_Requirements,5,17
Component_Design,10,6
Component_Object_Model_(COM),8,2
Component_libraries,11,4
Comprehensive_Layout,9,2
Computer_Architecture,11,16
Computer_Engineering,12,17
Computer_Hardware,4,12
Computer_Networks,10,9
Computer_Programming,6,17
Computer_Science,5,17
Computer_Security,13,1
Computer_Systems,16,14
Computer_Vision,16,11
Computer_operating_systems,14,17
Computing_Platforms,17,5
Conceptual_Design,4,12
Conceptualization,17,5
Concrete_and_Masonry,4,4
Configuration_Management,8,1
Configuration_management_software,6,10
Conflict_Resolution,11,14
Confluence,12,5
Conservation,16,3
Console_Applications,12,8
Consolidation,2,16
Construction,9,2
Consumer_Privacy,5,17
Containerization,8,1
Content_Creation,16,13
Content_Development_and_Management,14,15
Content_Engineering,16,13
Content_Filtering,2,16
Content_Management,17,2
Content_Management_Systems,9,2
Content_Marketing,14,15
Content_Strategy,16,13
Continuous_Delivery,8,4
Continuous_Improvement_Process,17,17
Continuous_Integration,8,1
Continuous_Monitoring,10,17
Continuous_Production,8,2
Control_Framework,5,13
Control_Systems,8,1
Conversational_AI,15,7
Cooking,10,10
Coordinate_Measuring_Machine_(CMM),7,12
Coordinate_Systems,13,12
Core_Banking,17,5
Core_Graphics,0,2
Core_Product,7,6
Core_Text,0,2
Corporate_Governance,16,12
Corrective_Maintenance,9,2
Cost_Containment,1,11
Cost_Estimation,1,11
Cost_Management,5,8
Cost_Reduction,10,9
CouchDB,4,4
Coupling,7,10
Course_Development,14,15
Crashlytics,0,2
Creative_Design,9,2
Credit_Products,13,4
Crisis_Management,2,16
Cron,11,14
Cross-Platform_Applications,9,9
Cross-Site_Scripting,2,16
Crowdsourcing,17,5
Cryptocurrency,13,4
Cryptography,2,16
Currency_Exchange,15,10
Custom_Software,7,1
Customer_Development,15,7
Customer_Engagement,15,7
Customer_Information_Control_System_(CICS),3,9
Customer_Relationship_Management,5,8
Customer_Relationship_Management_(CRM),6,8
Customer_Retention,17,5
Customer_Service,13,15
Customer_Service_Training,14,15
Customer_and_Client_Support,9,2
Cyber_Security,2,3
Cybercrime,16,3
Cybersecurity,3,9
D3.js,10,17
DB2_SQL,3,9
Dance,14,15
Dashboard,3,1
Data_Access,3,11
Data_Acquisition,16,13
Data_Administration,8,17
Data_Analysis,16,4
Data_Architecture,3,11
Data_Binding,8,2
Data_Centers,13,17
Data_Cleansing,1,11
Data_Collection,11,17
Data_Consistency,1,11
Data_Conversion,5,13
Data_Definition_Language,3,11
Data_Dictionary,1,11
Data_Encryption,15,2
Data_Engineering,3,9
Data_Entry,17,5
Data_Extraction,16,11
Data_Feed,13,14
Data_Governance,1,11
Data_Infrastructure,16,11
Data_Ingestion,3,11
Data_Integration,1,11
Data_Integrity,3,11
Data_Lakes,11,5
Data_Loss_Prevention,2,16
Data_Management,15,13
Data_Manipulation,3,9
Data_Manipulation_Language,3,11
Data_Mapping,13,1
Data_Mart,3,11
Data_Migration,17,11
Data_Mining,16,13
Data_Modeling,1,11
Data_Pipeline,1,11
Data_Processing,1,11
Data_Profiling,1,11
Data_Quality,1,11
Data_Retrieval,16,13
Data_Science,3,6
Data_Security,16,15
Data_Storage,9,2
Data_Store,10,8
Data_Streaming,13,14
Data_Structures,15,7
Data_Synchronization,6,6
Data_System,12,2
Data_Transformation,1,11
Data_Validation,3,11
Data_Visualization,15,7
Data_Warehouse_Systems,1,11
Data_Warehousing,1,11
Data_management_software,15,13
Data_warehousing_software,13,16
Database_Administration,3,3
Database_Analysis,16,0
Database_Architecture,6,8
Database_Design,12,5
Database_Development,7,11
Database_First,6,8
Database_Management,1,11
Database_Management_Systems,1,11
Database_Programming,6,2
Database_Queries,1,11
Database_Schema,1,11
Database_Security,16,17
Database_Servers,11,17
Database_Software,7,12
Database_Systems,14,17
Database_Triggers,1,11
Database_Tuning,7,12
Database_management_systems,1,11
Database_software,7,12
Databases,7,1
Databricks,6,6
Datadog,8,16
Dataset,11,4
Debuggers,12,5
Debugging,17,0
Debugging_software,5,0
Decoding,0,2
Defect_Tracking,14,9
Delivery_Pipeline,8,1
Deltek,14,17
Demand_Analysis,8,4
Demandware,15,7
Dental_Health,0,10
Dependency_Injection,8,6
Dependency_Management,16,6
Deployment_Support,1,11
Deployment_software,16,9
Derivatives,13,4
Design,11,17
Design_And_Technology,6,10
Design_Reviews,17,0
Design_Software,10,8
Design_Specifications,3,11
Design_Technology,17,13
Design_Theory,15,10
Design_Thinking,14,15
Design_Tool,14,15
Desktop_Environments,2,3
DevExpress,12,8
DevOps,8,1
DevSecOps,2,3
Development_Environment,14,15
Development_Management,9,10
Development_Programmes,15,7
Development_Support,12,5
Development_Testing,10,17
Device_Compatibility,9,9
Device_Drivers,2,3
Device_Management,2,3
Dfsort,3,9
Diagnostic_Tests,8,17
Diagnostic_Tools,4,12
Dialog_Programming,5,13
Diameter,4,0
Dig,15,13
Digital_Advertising,17,5
Digital_Assets,2,3
Digital_Communications,14,15
Digital_Integration,5,13
Digital_Marketing,14,15
Digital_Media,14,15
Digital_Publishing,14,15
Digital_Technology,6,2
Digital_Transformation,5,13
Digitization,11,17
Dimensional_Modeling,1,11
Direct_Digital_Controls_(DDC),17,10
Disabilities,4,12
Disaster_Recovery,2,16
Disaster_Recovery_Plan,11,14
Disk_Storage,11,16
Dissemination,4,12
Distributed_Computing,12,0
Distributed_Programming,5,17
Distribution_System_Operators_(DSO),3,11
Diversity_And_Inclusion,4,4
Diving,11,17
Django,11,4
Docker,8,1
Docker_Compose,6,10
Docker_Swarm,2,1
Document_Management,7,11
Document_Review,12,5
Domain_Driven_Design,10,6
Drawing,12,5
Drupal,9,2
Due_Diligence,14,17
Dynamic_Application_Security_Testing_(DAST),3,9
Dynamic_Content,16,13
